item,item-href,title,product details,material,product code,images link-src
"Pacific GoldLeather BeltRs. 400Rs. 445(10% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-brown-leather-belt/482778/buy,Pacific Gold Brown Leather Belt,"Brown textured leather belt
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",482778,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Pacific-Gold-Brown-Leather-Belt_e9444ad468d6ed0be31bc4484db30e8b_images.jpg"
New HideMen Leather BeltRs. 596Rs. 795(25% OFF)Sizes: 40,https://www.myntra.com/belts/new-hide/new-hide-men-black-leather-belt/356846/buy,New Hide Men Black Leather Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 12 months","Leather
Wipe with a clean, dry cloth when needed",356846,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/New-Hide-Men-Black-Leather-Belt_b136f0e337baf7ff67bf860676bf16ef_images.jpg"
"RoadsterGenuine Leather BeltRs. 499Rs. 999(50% OFF)Sizes: 34, 36",https://www.myntra.com/belts/roadster/roadster-men-black-genuine-leather-belt/1295364/buy,Roadster Men Black Genuine Leather Belt,"Black genuine leather belt
Secured with a tang clasp
Holes for a customised fit","Genuine Leather 
Wipe with a clean, dry cloth when needed",1295364,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1295364/2016/6/28/11467109590625-Roadster-Men-Belts-7971467109590533-1.jpg"
The Bro CodeMen Braided BeltRs. 2549Rs. 3399(25% OFF)Sizes: 36,https://www.myntra.com/belts/the-bro-code/the-bro-code-men-navy--taupe-braided-belt/1740954/buy,The Bro Code Men Navy & Taupe Braided Belt,"Navy, taupe and cream-coloured braided belt
Secured with a tang clasp","Synthetic leather and fabric
Wipe with a clean, dry cloth when needed",1740954,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1740954/2017/2/22/11487764059031-The-Bro-Code-Men-Navy--Taupe-Braided-Belt-111487764058504-3.jpg"
"RoadsterMen Genuine Leather BeltRs. 509Rs. 1699(70% OFF)Sizes: 32, 34, 36",https://www.myntra.com/belts/roadster/roadster-men-tan-brown-genuine-leather-belt/1467637/buy,Roadster Men Tan Brown Genuine Leather Belt,"Tan brown genuine leather belt
Secured with a tang clasp
Has holes for a customised fit","Genuine Leather 
Wipe with a clean, dry cloth when needed",1467637,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1467637/2016/9/20/11474371152758-Roadster-Men-Tan-Brown-Genuine-Leather-Belt-8501474371152943-1.jpg"
RoadsterMen Striped BeltRs. 399Rs. 799(50% OFF)Sizes: 34,https://www.myntra.com/belts/roadster/roadster-men-navy--red-striped-belt/1625696/buy,Roadster Men Navy & Red Striped Belt,"Navy and red striped belt 
Secured with a tang clasp
Holes for a customised fit","Canvas
Wipe with a clean, dry cloth when needed",1625696,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1625696/2016/12/12/11481525795635-Roadster-Men-Belts-7481481525795534-1.jpg"
"Ligans NYUnisex Leather BeltRs. 896Rs. 1195(25% OFF)Sizes: 28, 30, 32, 34, 36, 38",https://www.myntra.com/belts/ligans-ny/ligans-ny-unisex-black-leather-belt/585307/buy,Ligans NY Unisex Black Leather Belt,"Black textured leather belt, has stitched and metal rivet detail, branding on the inner side
Secured with a metallic tang clasp, has a fixed loop to hold the belt in place
Holes for customised fit","Leather
Wipe with a clean, dry cloth when needed",585307,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Ligans-NY-Unisex-Belts_9b08d8c2e782014c160cde3df546b27f_images.jpg"
"Mast & HarbourMen Leather BeltRs. 599Rs. 999(40% OFF)Sizes: 34, 36",https://www.myntra.com/belts/mast--harbour/mast--harbour-men-tan-brown-genuine-leather-belt/1882741/buy,Mast & Harbour Men Tan Brown Genuine Leather Belt,"Tan brown leather belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 1 month","Leather 
Wipe with a clean, dry cloth to remove dust",1882741,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1882741/2017/5/29/11496057179694-Mast--Harbour-Men-Brown-Solid-Belt-3671496057179388-1.jpg"
"Louis PhilippeMen Leather BeltRs. 1439Rs. 1599(10% OFF)Sizes: 40, 44",https://www.myntra.com/belts/louis-philippe/louis-philippe-men-black--brown-reversible-leather-belt/1574971/buy,Louis Philippe Men Black & Brown Reversible Leather Belt,"Black and brown reversible leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 1 year","Leather
Wipe with a clean dry cloth",1574971,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1574971/2016/10/21/11477029118622-Louis-Philippe-Men-Belts-4201477029118473-2.jpg"
BuckleUpMen BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-belt/1791326/buy,BuckleUp Men Tan Brown Belt,"Tan brown belt
Secured with a tang clasp
Holes for a customised fit
Warranty: 3 months","Synthetic leather
Wipe with a clean, dry cloth when needed",1791326,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1791326/2017/3/7/11488876123841-BuckleUp-Men-Belts-5891488876123796-3.jpg"
"Second SKINMen Leather Reversible BeltRs. 799Rs. 1999(60% OFF)Sizes: 28, 30, 32, 34, 36, 38, 40",https://www.myntra.com/belts/second-skin/second-skin-men-black--brown-leather-reversible-belt/1846034/buy,Second SKIN Men Black & Brown Leather Reversible Belt,"Black and brown leather reversible belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1846034,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1846034/2017/4/11/11491900650559-Second-SKIN-Men-Belts-3661491900650447-1.jpg"
"Peter EnglandMen Genuine Leather BeltRs. 1079Rs. 1199(10% OFF)Sizes: 38, 42",https://www.myntra.com/belts/peter-england/peter-england-statements-men-brown-genuine-leather-belt/1366674/buy,Peter England Statements Men Brown Genuine Leather Belt,"Brown leather belt
Secured with a tang clasp 
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1366674,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1366674/2016/8/22/11471858090232-Peter-England-Men-Belts-5381471858089756-3.jpg"
"BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1734712/buy,BuckleUp Men Brown Leather Belt,"Brown leather belt
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1734712,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734712/2017/1/23/11485161087152-BuckleUp-Men-Brown-Leather-Belt-2721485161087017-1.jpg"
Flying MachineMen Leather BeltRs. 399Rs. 999(60% OFF)Sizes: 42,https://www.myntra.com/belts/flying-machine/flying-machine-men-brown-leather-belt/783979/buy,Flying Machine Men Brown Leather Belt,"Brown textured leather belt, has a metallic branding near the buckle and engraved branding on the tail
Secured with a tang clasp that has branding, has a fixed loop to hold the tail in place with engraved branding
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",783979,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/783979/Flying-Machine-Men-Brown-Leather-Belt_3_aeb3eaf6e6d823029e69372acb969821.jpg"
"HarvardMen Genuine Leather BeltRs. 269Rs. 899(70% OFF)Sizes: 32, 34, 36",https://www.myntra.com/belts/harvard/harvard-men-brown-textured-genuine-leather-belt/1182522/buy,Harvard Men Brown Textured Genuine Leather Belt,"Brown textured genuine leather belt
Secured with a tang clasp
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1182522,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1182522/2016/5/27/11464328714485-Harvard-Men-Belts-6971464328714419-3.jpg"
BuckleUpMen BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-belt/1765097/buy,BuckleUp Men Tan Brown Belt,"Tan brown belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months from the date of purchase","Synthetic leather
Wipe with a clean, dry cloth when needed",1765097,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1765097/2017/2/16/11487238723952-BuckleUp-Men-Belts-5281487238723868-2.jpg"
INVICTUSMen Reversible Leather BeltRs. 649Rs. 1299(50% OFF)Sizes: 38,https://www.myntra.com/belts/invictus/invictus-men-black--brown-reversible-leather-belt/1385392/buy,INVICTUS Men Black & Brown Reversible Leather Belt,"Black and brown textured reversible leather belt
Secured with a twist-tang clasp
Holes for a customised fit
Warranty: 20 days for manufacturing defects only","Leather
Wipe with a clean, dry cloth when needed",1385392,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1385392/2016/6/29/11467197764121-INVICTUS-Men-Black--Brown-Reversible-Leather-Belt-2631467197764043-3.jpg"
Lino PerrosMen Leather Reversible BeltRs. 1695Sizes: 41,https://www.myntra.com/belts/lino-perros/lino-perros-men-black--brown-textured-leather-reversible-belt/1898264/buy,Lino Perros Men Black & Brown Textured Leather Reversible Belt,"Black and brown textured leather belt
Reversible: Yes
Stretchable: No
Secured with a twist-and-turn tang closure
Warranty: No Warranty","Leather 
 Wipe with a clean, dry cloth to remove dust",1898264,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1898264/2017/8/11/11502431180374-Lino-Perros-Men-Belts-5651502431180182-1.jpg"
"Pacific GoldMen Spanish Leather BeltRs. 639Rs. 1599(60% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-spanish-leather-belt/1828604/buy,Pacific Gold Men Black Spanish Leather Belt,"Black Spanish leather belt
Secured with a slider buckle closure","Spanish leather
Wipe with a clean, dry cloth when needed",1828604,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1828604/2017/3/30/11490862288775-Pacific-Gold-Men-Belts-6021490862288584-2.jpg"
Lino PerrosMen Reversible Leather BeltRs. 847Rs. 1695(50% OFF)Sizes: 38,https://www.myntra.com/belts/lino-perros/lino-perros-men-black--brown-textured-reversible-leather-belt/1628697/buy,Lino Perros Men Black & Brown Textured Reversible Leather Belt,"Black and brown textured reversible leather belt
Secured with a twist-and-turn tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1628697,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1628697/2016/11/22/11479793244673-Lino-Perros-Men-Belts-2871479793244560-4.jpg"
"BuckleUpMen Leather BeltRs. 523Rs. 1495(65% OFF)Sizes: 38, 40, 42, 44",https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-leather-belt/1229389/buy,BuckleUp Men Tan Brown Leather Belt,Tan brown textured leather beltSecured with a tang claspHoles for a customised fit,"Leather
Wipe with a clean, dry cloth when needed",1229389,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1229389/2016/2/19/11455869660193-BuckleUp-Men-Belts-8381455869660038-2.jpg"
"INVICTUSSELLING FASTRs. 559Rs. 1399(60% OFF)Sizes: 34, 38",https://www.myntra.com/belts/invictus/invictus-men-brown-leather-belt/1646894/buy,INVICTUS Men Brown Leather Belt,"Brown belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 30 days against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1646894,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1646894/2017/1/23/11485157061357-INVICTUS-Men-Belts-8791485157061319-3.jpg"
Lino PerrosMen Reversible Leather BeltRs. 847Rs. 1695(50% OFF)Sizes: 34,https://www.myntra.com/belts/lino-perros/lino-perros-men-black--coffee-brown-reversible-genuine-leather-belt/1628744/buy,Lino Perros Men Black & Coffee Brown Reversible Genuine Leather Belt,"Black and coffee brown reversible genuine leather belt
Secured with a twist-and-turn tang clasp
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1628744,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1628744/2016/11/18/11479468755968-Lino-Perros-Men-Coffee-Brown-Genuine-Leather-Belt-4351479468755835-1.jpg"
"BuckleUpMen Leather BeltRs. 377Rs. 1259(70% OFF)Sizes: 36, 38",https://www.myntra.com/belts/buckleup/buckleup-men-black-leather-belt/1762073/buy,BuckleUp Men Black Leather Belt,"Black leather belt
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1762073,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1762073/2017/2/14/11487070751454-BuckleUp-Men-Belts-2671487070751371-1.jpg"
Peter EnglandMen Genuine Leather BeltRs. 1079Rs. 1199(10% OFF)Sizes: 42,https://www.myntra.com/belts/peter-england/peter-england-men-brown-genuine-leather-belt/1796696/buy,Peter England Men Brown Genuine Leather Belt,"Brown genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1796696,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796696/2017/4/6/11491471363479-Peter-England-Men-Belts-8801491471363430-3.jpg"
"HarvardMen Leather BeltRs. 359Rs. 899(60% OFF)Sizes: 34, 36",https://www.myntra.com/belts/harvard/harvard-men-tan-brown-leather-belt/1673699/buy,Harvard Men Tan Brown Leather Belt,"Tan brown leather belt
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1673699,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1673699/2017/3/3/11488537946096-Harvard-Men-Belts-6771488537946002-1.jpg"
The Riders SideMen Pro Polo Leather BeltRs. 1871Rs. 2495(25% OFF)Sizes: 34,https://www.myntra.com/belts/the-riders-side/the-riders-side-men-brown-pro-polo-leather-belt/1140676/buy,The Rider's Side Men Brown Pro Polo Leather Belt,"Dark brown and green leather belt, has thread woven design
Secured with a metallic tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1140676,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1140676/2016/3/1/11456830563114-The-Riders-Side-Men-Brown--Green-Leather-Belt-3701456830563077-3.jpg"
"United Colors of BenettonMen Solid BeltRs. 849Rs. 1699(50% OFF)Sizes: 30, 32, 34, 36",https://www.myntra.com/belts/united-colors-of-benetton/united-colors-of-benetton-men-black-solid-leather-belt/1963580/buy,United Colors of Benetton Men Black Solid Leather Belt,"Black solid leather belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: No Warranty","Leather 
Wipe with a clean, dry cloth to remove dust",1963580,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1963580/2017/6/21/11498032788247-United-Colors-of-Benetton-Men-Black-Solid-Belt-8591498032788190-2.jpg"
"Pacific GoldMen Spanish Leather BeltRs. 639Rs. 1599(60% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-patterned-spanish-leather-belt/1828630/buy,Pacific Gold Men Black Patterned Spanish Leather Belt,"Black patterned Spanish leather belt
Secured with a slider buckle closure","Spanish leather
Wipe with a clean, dry cloth when needed",1828630,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1828630/2017/3/30/11490862669476-Pacific-Gold-Men-Belts-2321490862669321-1.jpg"
"Alvaro CastagninoMen Genuine Leather BeltRs. 1329Rs. 1899(30% OFF)Sizes: 40, 42",https://www.myntra.com/belts/alvaro-castagnino/alvaro-castagnino-men-black-genuine-leather-belt/1479627/buy,Alvaro Castagnino Men Black Genuine Leather Belt,"Black textured belt 
Secured with a push-pin closure 
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1479627,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1479627/2016/8/18/11471496560851-Alvaro-Castagnino-Men-Black-Genuine-Leather-Belt-4611471496560957-1.jpg"
The Riders SideMen Coffee Equestrian Classic Horsehead Leather BeltRs. 1646Rs. 2195(25% OFF)Sizes: 34,https://www.myntra.com/belts/the-riders-side/the-riders-side-men-coffee-brown-equestrian-classic-horsehead-leather-belt/1140636/buy,The Rider's Side Men Coffee Brown Equestrian Classic Horsehead Leather Belt,"Coffee brown belt
A horse-shaped buckle secured by a push pin closure
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1140636,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1140636/2016/3/1/11456820982109-The-Riders-Side-Men-Coffee-Brown-Equestrian-Classic-Leather-Belt-1291456820981972-2.jpg"
"INVICTUSSELLING FASTRs. 519Rs. 1299(60% OFF)Sizes: 34, 38",https://www.myntra.com/belts/invictus/invictus-men-black--brown-leather-reversible-belt/1646901/buy,INVICTUS Men Black & Brown Leather Reversible Belt,"Black and brown reversible belt
Secured with a twist-and-turn tang clasp
Has holes for a customised fit
Warranty: 30 days against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1646901,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1646901/2017/1/23/11485157166670-INVICTUS-Men-Belts-811485157166649-3.jpg"
